TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH
"Scenario","CustomEventOccurrence","Id","bigint",""
"Scenario","CustomEventOccurrence","CreatedAt","datetime2",""
"Scenario","CustomEventOccurrence","CustomEventId","int",""
"Scenario","CustomEventOccurrence","CustomerId","int",""
"Scenario","CustomEventOccurrence","ScenarioId","int",""
"Scenario","CustomEventOccurrence","DataFieldsJson","nvarchar","-1"
"Scenario","DelayElement","Id","int",""
"Scenario","DelayElement","Interval","int",""
"Scenario","DelayElement","TimeUnit","tinyint",""
"Scenario","DelayElement","CronExpression","varchar","255"
"Scenario","DelayElement","NextElementId","int",""
"Scenario","DelayElement","Type","tinyint",""
"Scenario","DelayElement","PostEditAction","tinyint",""
"Scenario","DelayElementCustomer","Id","int",""
"Scenario","DelayElementCustomer","DelayElementId","int",""
"Scenario","DelayElementCustomer","CustomerId","int",""
"Scenario","DelayElementCustomer","BatchId","int",""
"Scenario","DelayElementCustomer","CreatedAt","datetime2",""
"Scenario","DelayElementCustomer","WaitUntil","datetime2",""
"Scenario","DelayElementCustomer","TriggerEventData","nvarchar","-1"
"Scenario","DelayElementCustomer","TraceToken","uniqueidentifier",""
"Scenario","EndElement","Id","int",""
"Scenario","Scenario","Id","int",""
"Scenario","Scenario","CreatedAt","datetime2",""
"Scenario","Scenario","UpdatedAt","datetime2",""
"Scenario","Scenario","UpdatedBy","varchar","320"
"Scenario","Scenario","Status","tinyint",""
"Scenario","Scenario","Name","nvarchar","50"
"Scenario","Scenario","Description","nvarchar","300"
"Scenario","Scenario","DuplicatesHandling","tinyint",""
"Scenario","Scenario","ExitConditionFlags","int",""
"Scenario","Scenario","Json","nvarchar","-1"
"Scenario","Scenario","PreviousStatus","tinyint",""
"Scenario","Scenario","ValidFrom","datetime2",""
"Scenario","Scenario","ValidTo","datetime2",""
"Scenario","Scenario","StartPointType","nvarchar","30"
"Scenario","Scenario","Version","smallint",""
"Scenario","Scenario","SubVersion","int",""
"Scenario","Scenario","TemplateId","int",""
"Scenario","ScenarioCounters","ScenarioId","int",""
"Scenario","ScenarioCounters","Entered","int",""
"Scenario","ScenarioCounters","Inside","int",""
"Scenario","ScenarioCounters","Finished","int",""
"Scenario","ScenarioCounters","Exited","int",""
"Scenario","ScenarioCounters","DuplicatesIgnored","int",""
"Scenario","ScenarioCounters","ScenarioVersion","smallint",""
"Scenario","ScenarioCounters","Date","date",""
"Scenario","ScenarioElement","Id","int",""
"Scenario","ScenarioElement","ScenarioId","int",""
"Scenario","ScenarioElement","ElementType","tinyint",""
"Scenario","ScenarioElement","Name","nvarchar","128"
"Scenario","ScenarioElement","Description","nvarchar","-1"
"Scenario","ScenarioElement","FinishedCustomersCount","int",""
"Scenario","ScenarioElement","Guid","uniqueidentifier",""
"Scenario","ScenarioElement","ValidFrom","datetime2",""
"Scenario","ScenarioElement","ValidTo","datetime2",""
"Scenario","ScenarioElement","ScenarioVersion","smallint",""
"Scenario","ScenarioElementCounters","ElementGuid","uniqueidentifier",""
"Scenario","ScenarioElementCounters","ElementId","int",""
"Scenario","ScenarioElementCounters","ScenarioVersion","smallint",""
"Scenario","ScenarioElementCounters","Date","date",""
"Scenario","ScenarioElementCounters","Processed","int",""
"Scenario","ScenarioElementCounters","Entered","int",""
"Scenario","ScenarioElementHistory","Id","int",""
"Scenario","ScenarioElementHistory","ScenarioId","int",""
"Scenario","ScenarioElementHistory","ElementType","tinyint",""
"Scenario","ScenarioElementHistory","Name","nvarchar","128"
"Scenario","ScenarioElementHistory","Description","nvarchar","-1"
"Scenario","ScenarioElementHistory","FinishedCustomersCount","int",""
"Scenario","ScenarioElementHistory","Guid","uniqueidentifier",""
"Scenario","ScenarioElementHistory","ValidFrom","datetime2",""
"Scenario","ScenarioElementHistory","ValidTo","datetime2",""
"Scenario","ScenarioElementHistory","ScenarioVersion","smallint",""
"Scenario","ScenarioEmailMessage","Id","int",""
"Scenario","ScenarioEmailMessage","Status","tinyint",""
"Scenario","ScenarioEmailMessage","PreviousStatus","tinyint",""
"Scenario","ScenarioEmailMessage","ScenarioId","int",""
"Scenario","ScenarioHistory","Id","int",""
"Scenario","ScenarioHistory","CreatedAt","datetime2",""
"Scenario","ScenarioHistory","UpdatedAt","datetime2",""
"Scenario","ScenarioHistory","UpdatedBy","varchar","320"
"Scenario","ScenarioHistory","Status","tinyint",""
"Scenario","ScenarioHistory","Name","nvarchar","50"
"Scenario","ScenarioHistory","Description","nvarchar","300"
"Scenario","ScenarioHistory","DuplicatesHandling","tinyint",""
"Scenario","ScenarioHistory","ExitConditionFlags","int",""
"Scenario","ScenarioHistory","Json","nvarchar","-1"
"Scenario","ScenarioHistory","PreviousStatus","tinyint",""
"Scenario","ScenarioHistory","ValidFrom","datetime2",""
"Scenario","ScenarioHistory","ValidTo","datetime2",""
"Scenario","ScenarioHistory","StartPointType","nvarchar","30"
"Scenario","ScenarioHistory","Version","smallint",""
"Scenario","ScenarioHistory","SubVersion","int",""
"Scenario","ScenarioHistory","TemplateId","int",""
"Scenario","ScenarioMobilePushMessage","Id","int",""
"Scenario","ScenarioMobilePushMessage","Status","tinyint",""
"Scenario","ScenarioMobilePushMessage","PreviousStatus","tinyint",""
"Scenario","ScenarioMobilePushMessage","ScenarioId","int",""
"Scenario","ScenarioSmsMessage","Id","int",""
"Scenario","ScenarioSmsMessage","Status","tinyint",""
"Scenario","ScenarioSmsMessage","PreviousStatus","tinyint",""
"Scenario","ScenarioSmsMessage","ScenarioId","int",""
"Scenario","ScenarioWebPushMessage","Id","int",""
"Scenario","ScenarioWebPushMessage","Status","tinyint",""
"Scenario","ScenarioWebPushMessage","PreviousStatus","tinyint",""
"Scenario","ScenarioWebPushMessage","ScenarioId","int",""
"Scenario","SegmentationElement","Id","int",""
"Scenario","SegmentationElementPath","Id","int",""
"Scenario","SegmentationElementPath","SegmentationElementId","int",""
"Scenario","SegmentationElementPath","OrderNumber","tinyint",""
"Scenario","SegmentationElementPath","NextElementId","int",""
"Scenario","SegmentationElementPath","SegmentId","int",""
"Scenario","SegmentationElementPath","Guid","uniqueidentifier",""
"Scenario","SegmentationElementPathCounters","PathGuid","uniqueidentifier",""
"Scenario","SegmentationElementPathCounters","ScenarioVersion","smallint",""
"Scenario","SegmentationElementPathCounters","Date","date",""
"Scenario","SegmentationElementPathCounters","Entered","int",""
"Scenario","SendEmailElement","Id","int",""
"Scenario","SendEmailElement","MessageId","int",""
"Scenario","SendEmailElement","NextElementId","int",""
"Scenario","SendEmailElement","MissingConsentHandling","tinyint",""
"Scenario","SendEmailElement","ValidFrom","datetime2",""
"Scenario","SendEmailElement","ValidTo","datetime2",""
"Scenario","SendEmailElement","UnsubscribeStrategy","tinyint",""
"Scenario","SendEmailElement","UnsubscribeLandingPage","nvarchar","2048"
"Scenario","SendEmailElement","CustomerConsentMatchType","tinyint",""
"Scenario","SendEmailElementConsents","SendEmailElementsId","int",""
"Scenario","SendEmailElementConsents","ConsentsId","int",""
"Scenario","SendEmailElementConsents","ValidFrom","datetime2",""
"Scenario","SendEmailElementConsents","ValidTo","datetime2",""
"Scenario","SendEmailElementConsentsHistory","SendEmailElementsId","int",""
"Scenario","SendEmailElementConsentsHistory","ConsentsId","int",""
"Scenario","SendEmailElementConsentsHistory","ValidFrom","datetime2",""
"Scenario","SendEmailElementConsentsHistory","ValidTo","datetime2",""
"Scenario","SendEmailElementHistory","Id","int",""
"Scenario","SendEmailElementHistory","MessageId","int",""
"Scenario","SendEmailElementHistory","NextElementId","int",""
"Scenario","SendEmailElementHistory","MissingConsentHandling","tinyint",""
"Scenario","SendEmailElementHistory","ValidFrom","datetime2",""
"Scenario","SendEmailElementHistory","ValidTo","datetime2",""
"Scenario","SendEmailElementHistory","UnsubscribeStrategy","tinyint",""
"Scenario","SendEmailElementHistory","UnsubscribeLandingPage","nvarchar","2048"
"Scenario","SendEmailElementHistory","CustomerConsentMatchType","tinyint",""
"Scenario","SendEmailElementUnsubscribeConsents","SendEmailElementsId","int",""
"Scenario","SendEmailElementUnsubscribeConsents","ConsentsId","int",""
"Scenario","SendEmailElementUnsubscribeConsents","ValidFrom","datetime2",""
"Scenario","SendEmailElementUnsubscribeConsents","ValidTo","datetime2",""
"Scenario","SendEmailElementUnsubscribeConsentsHistory","SendEmailElementsId","int",""
"Scenario","SendEmailElementUnsubscribeConsentsHistory","ConsentsId","int",""
"Scenario","SendEmailElementUnsubscribeConsentsHistory","ValidFrom","datetime2",""
"Scenario","SendEmailElementUnsubscribeConsentsHistory","ValidTo","datetime2",""
"Scenario","SendMobilePushElement","Id","int",""
"Scenario","SendMobilePushElement","ScenarioMobilePushMessageId","int",""
"Scenario","SendMobilePushElement","NextElementId","int",""
"Scenario","SendMobilePushElement","MissingConsentHandling","tinyint",""
"Scenario","SendMobilePushElement","MobileApplicationId","int",""
"Scenario","SendMobilePushElement","Ttl","int",""
"Scenario","SendMobilePushElement","ValidFrom","datetime2",""
"Scenario","SendMobilePushElement","ValidTo","datetime2",""
"Scenario","SendMobilePushElementHistory","Id","int",""
"Scenario","SendMobilePushElementHistory","ScenarioMobilePushMessageId","int",""
"Scenario","SendMobilePushElementHistory","NextElementId","int",""
"Scenario","SendMobilePushElementHistory","MissingConsentHandling","tinyint",""
"Scenario","SendMobilePushElementHistory","MobileApplicationId","int",""
"Scenario","SendMobilePushElementHistory","Ttl","int",""
"Scenario","SendMobilePushElementHistory","ValidFrom","datetime2",""
"Scenario","SendMobilePushElementHistory","ValidTo","datetime2",""
"Scenario","SendSmsElement","Id","int",""
"Scenario","SendSmsElement","ScenarioSmsMessageId","int",""
"Scenario","SendSmsElement","NextElementId","int",""
"Scenario","SendSmsElement","MissingConsentHandling","tinyint",""
"Scenario","SendSmsElement","UnsubscribeStrategy","tinyint",""
"Scenario","SendSmsElement","ValidFrom","datetime2",""
"Scenario","SendSmsElement","ValidTo","datetime2",""
"Scenario","SendSmsElement","CustomerConsentMatchType","tinyint",""
"Scenario","SendSmsElementConsents","SendSmsElementsId","int",""
"Scenario","SendSmsElementConsents","ConsentsId","int",""
"Scenario","SendSmsElementConsents","ValidFrom","datetime2",""
"Scenario","SendSmsElementConsents","ValidTo","datetime2",""
"Scenario","SendSmsElementConsentsHistory","SendSmsElementsId","int",""
"Scenario","SendSmsElementConsentsHistory","ConsentsId","int",""
"Scenario","SendSmsElementConsentsHistory","ValidFrom","datetime2",""
"Scenario","SendSmsElementConsentsHistory","ValidTo","datetime2",""
"Scenario","SendSmsElementHistory","Id","int",""
"Scenario","SendSmsElementHistory","ScenarioSmsMessageId","int",""
"Scenario","SendSmsElementHistory","NextElementId","int",""
"Scenario","SendSmsElementHistory","MissingConsentHandling","tinyint",""
"Scenario","SendSmsElementHistory","UnsubscribeStrategy","tinyint",""
"Scenario","SendSmsElementHistory","ValidFrom","datetime2",""
"Scenario","SendSmsElementHistory","ValidTo","datetime2",""
"Scenario","SendSmsElementHistory","CustomerConsentMatchType","tinyint",""
"Scenario","SendSmsElementUnsubscribeConsents","SendSmsElementsId","int",""
"Scenario","SendSmsElementUnsubscribeConsents","ConsentsId","int",""
"Scenario","SendSmsElementUnsubscribeConsents","ValidFrom","datetime2",""
"Scenario","SendSmsElementUnsubscribeConsents","ValidTo","datetime2",""
"Scenario","SendSmsElementUnsubscribeConsentsHistory","SendSmsElementsId","int",""
"Scenario","SendSmsElementUnsubscribeConsentsHistory","ConsentsId","int",""
"Scenario","SendSmsElementUnsubscribeConsentsHistory","ValidFrom","datetime2",""
"Scenario","SendSmsElementUnsubscribeConsentsHistory","ValidTo","datetime2",""
"Scenario","SendWebPushElement","Id","int",""
"Scenario","SendWebPushElement","ScenarioWebPushMessageId","int",""
"Scenario","SendWebPushElement","NextElementId","int",""
"Scenario","SendWebPushElement","MissingConsentHandling","tinyint",""
"Scenario","SendWebPushElement","WebsiteId","int",""
"Scenario","SendWebPushElement","Lifespan","int",""
"Scenario","SendWebPushElement","ValidFrom","datetime2",""
"Scenario","SendWebPushElement","ValidTo","datetime2",""
"Scenario","SendWebPushElementHistory","Id","int",""
"Scenario","SendWebPushElementHistory","ScenarioWebPushMessageId","int",""
"Scenario","SendWebPushElementHistory","NextElementId","int",""
"Scenario","SendWebPushElementHistory","MissingConsentHandling","tinyint",""
"Scenario","SendWebPushElementHistory","WebsiteId","int",""
"Scenario","SendWebPushElementHistory","Lifespan","int",""
"Scenario","SendWebPushElementHistory","ValidFrom","datetime2",""
"Scenario","SendWebPushElementHistory","ValidTo","datetime2",""
"Scenario","SetDataElement","Id","int",""
"Scenario","SetDataElement","ModificationType","tinyint",""
"Scenario","SetDataElement","CustomAttributeId","int",""
"Scenario","SetDataElement","Value","nvarchar","2048"
"Scenario","SetDataElement","NextElementId","int",""
"Scenario","SetDataElement","ConsentId","int",""
"Scenario","SetDataElement","ConsentStatus","tinyint",""
"Scenario","SetDataElement","Type","tinyint",""
"Scenario","StartElement","Id","int",""
"Scenario","StartElement","StartType","tinyint",""
"Scenario","StartElement","SegmentId","int",""
"Scenario","StartElement","NextElementId","int",""
"Scenario","StartElementSetting","Id","int",""
"Scenario","StartElementSetting","StartElementId","int",""
"Scenario","StartElementSetting","Setting","smallint",""
"Scenario","StartElementSetting","Value","nvarchar","-1"
"Segment","RestrictionCache_000064","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000064","CustomerId","int",""
"Segment","RestrictionCache_000065","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000065","CustomerId","int",""
"Segment","RestrictionCache_000066","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000066","CustomerId","int",""
"Segment","RestrictionCache_000067","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000067","CustomerId","int",""
"Segment","RestrictionCache_000068","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000068","CustomerId","int",""
"Segment","RestrictionCache_000069","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000069","CustomerId","int",""
"Segment","RestrictionCache_000070","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000070","CustomerId","int",""
"Segment","RestrictionCache_000071","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000071","CustomerId","int",""
"Segment","RestrictionCache_000072","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000072","CustomerId","int",""
"Segment","RestrictionCache_000073","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000073","CustomerId","int",""
"Segment","RestrictionCache_000074","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000074","CustomerId","int",""
"Segment","RestrictionCache_000075","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000075","CustomerId","int",""
"Segment","RestrictionCache_000076","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000076","CustomerId","int",""
"Segment","RestrictionCache_000077","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000077","CustomerId","int",""
"Segment","RestrictionCache_000078","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000078","CustomerId","int",""
"Segment","RestrictionCache_000079","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000079","CustomerId","int",""
"Segment","RestrictionCache_000080","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000080","CustomerId","int",""
"Segment","RestrictionCache_000081","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000081","CustomerId","int",""
"Segment","RestrictionCache_000082","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000082","CustomerId","int",""
"Segment","RestrictionCache_000083","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000083","CustomerId","int",""
"Segment","RestrictionCache_000084","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000084","CustomerId","int",""
"Segment","RestrictionCache_000085","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000085","CustomerId","int",""
"Segment","RestrictionCache_000086","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000086","CustomerId","int",""
"Segment","RestrictionCache_000087","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000087","CustomerId","int",""
"Segment","RestrictionCache_000088","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000088","CustomerId","int",""
"Segment","RestrictionCache_000089","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000089","CustomerId","int",""
"Segment","RestrictionCache_000090","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000090","CustomerId","int",""
"Segment","RestrictionCache_000091","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000091","CustomerId","int",""
"Segment","RestrictionCache_000092","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000092","CustomerId","int",""
"Segment","RestrictionCache_000093","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000093","CustomerId","int",""
"Segment","RestrictionCache_000094","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000094","CustomerId","int",""
"Segment","RestrictionCache_000095","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000095","CustomerId","int",""
"Segment","RestrictionCache_000096","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000096","CustomerId","int",""
"Segment","RestrictionCache_000097","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000097","CustomerId","int",""
"Segment","RestrictionCache_000098","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000098","CustomerId","int",""
"Segment","RestrictionCache_000099","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000099","CustomerId","int",""
"Segment","RestrictionCache_000100","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000100","CustomerId","int",""
"Segment","RestrictionCache_000101","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000101","CustomerId","int",""
"Segment","RestrictionCache_000102","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000102","CustomerId","int",""
"Segment","RestrictionCache_000103","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000103","CustomerId","int",""
"Segment","RestrictionCache_000104","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000104","CustomerId","int",""
"Segment","RestrictionCache_000105","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000105","CustomerId","int",""
"Segment","RestrictionCache_000106","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000106","CustomerId","int",""
"Segment","RestrictionCache_000107","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000107","CustomerId","int",""
"Segment","RestrictionCache_000108","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000108","CustomerId","int",""
"Segment","RestrictionCache_000109","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000109","CustomerId","int",""
"Segment","RestrictionCache_000110","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000110","CustomerId","int",""
"Segment","RestrictionCache_000111","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000111","CustomerId","int",""
"Segment","RestrictionCache_000112","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000112","CustomerId","int",""
"Segment","RestrictionCache_000113","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000113","CustomerId","int",""
"Segment","RestrictionCache_000114","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000114","CustomerId","int",""
"Segment","RestrictionCache_000115","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000115","CustomerId","int",""
"Segment","RestrictionCache_000116","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000116","CustomerId","int",""
"Segment","RestrictionCache_000117","VisitorId","uniqueidentifier",""
"Segment","RestrictionCache_000117","CustomerId","int",""
"Segment","RestrictionCacheMeta","Id","int",""
"Segment","RestrictionCacheMeta","RestrictionType","varchar","100"
"Segment","RestrictionCacheMeta","Json","nvarchar","-1"
"Segment","RestrictionCacheMeta","CreatedAt","datetime2",""
"Segment","Segment","Id","int",""
"Segment","Segment","Status","tinyint",""
"Segment","Segment","CreatedAt","datetime2",""
"Segment","Segment","UpdatedAt","datetime2",""
"Segment","Segment","UpdatedBy","varchar","320"
"Segment","Segment","Name","nvarchar","255"
"Segment","Segment","Description","nvarchar","300"
"Segment","Segment","Json","nvarchar","-1"
"Segment","Segment","ValidFrom","datetime2",""
"Segment","Segment","ValidTo","datetime2",""
"Segment","SegmentConsents","SegmentsId","int",""
"Segment","SegmentConsents","ConsentsId","int",""
"Segment","SegmentCustomAttributes","SegmentsId","int",""
"Segment","SegmentCustomAttributes","CustomAttributesId","int",""
"Segment","SegmentHistory","Id","int",""
"Segment","SegmentHistory","Status","tinyint",""
"Segment","SegmentHistory","CreatedAt","datetime2",""
"Segment","SegmentHistory","UpdatedAt","datetime2",""
"Segment","SegmentHistory","UpdatedBy","varchar","320"
"Segment","SegmentHistory","Name","nvarchar","255"
"Segment","SegmentHistory","Description","nvarchar","300"
"Segment","SegmentHistory","Json","nvarchar","-1"
"Segment","SegmentHistory","ValidFrom","datetime2",""
"Segment","SegmentHistory","ValidTo","datetime2",""
"Segment","SegmentVariableData","SegmentId","int",""
"Segment","SegmentVariableData","Count","int",""
"Segment","SegmentVariableData","CountDate","datetime2",""
"Sms","SmsGateway","Id","int",""
"Sms","SmsGateway","CreatedAt","datetime2",""
"Sms","SmsGateway","UpdatedAt","datetime2",""
"Sms","SmsGateway","Name","nvarchar","50"
"Sms","SmsGateway","Status","tinyint",""
"Sms","SmsGateway","Type","tinyint",""
"Sms","SmsGateway","SettingsJson","nvarchar","-1"
"Sms","SmsMessage","Id","int",""
"Sms","SmsMessage","Type","tinyint",""
"Sms","SmsMessage","CreatedAt","datetime2",""
"Sms","SmsMessage","UpdatedAt","datetime2",""
"Sms","SmsMessage","CreatedBy","varchar","320"
"Sms","SmsMessage","UpdatedBy","varchar","320"
"Sms","SmsMessage","ClickTracking","bit",""
"Sms","SmsMessage","IgnoreLocalBlocklist","bit",""
"Sms","SmsMessage","UnsubscribeStrategy","tinyint",""
"Sms","SmsMessage","Revenue","decimal",""
"Sms","SmsMessage","SmsGatewayId","int",""
"Sms","SmsMessage","IsTestMessage","bit",""
"Sms","SmsMessageContent","Id","int",""
"Sms","SmsMessageContent","SmsMessageId","int",""
"Sms","SmsMessageContent","CreatedAt","datetime2",""
"Sms","SmsMessageContent","LastEditedAt","datetime2",""
"Sms","SmsMessageContent","Name","nvarchar","-1"
"Sms","SmsMessageContent","From","nvarchar","-1"
"Sms","SmsMessageContent","Text","nvarchar","-1"
"Sms","SmsMessageContent","IsDeleted","bit",""
"Sms","SmsMessageContent","Source","tinyint",""
"Sms","SmsMessageContent","IsTextDynamic","bit",""
"Sms","SmsMessageContent","UsesRemoteContent","bit",""
"Sms","SmsMessageContent","UsesLinks","bit",""
"Sms","SmsMessageContent","UpdatedBy","varchar","320"
"Sms","SmsMessageContent","ValidFrom","datetime2",""
"Sms","SmsMessageContent","ValidTo","datetime2",""
"Sms","SmsMessageContentCounters","SmsMessageContentId","int",""
"Sms","SmsMessageContentCounters","Sent","int",""
"Sms","SmsMessageContentCounters","Bounces","int",""
"Sms","SmsMessageContentCounters","Clicks","int",""
"Sms","SmsMessageContentCounters","Delivered","int",""
"Sms","SmsMessageContentCounters","Unsubscribed","int",""
"Sms","SmsMessageContentHistory","Id","int",""
"Sms","SmsMessageContentHistory","SmsMessageId","int",""
"Sms","SmsMessageContentHistory","CreatedAt","datetime2",""
"Sms","SmsMessageContentHistory","LastEditedAt","datetime2",""
"Sms","SmsMessageContentHistory","Name","nvarchar","-1"
"Sms","SmsMessageContentHistory","From","nvarchar","-1"
"Sms","SmsMessageContentHistory","Text","nvarchar","-1"
"Sms","SmsMessageContentHistory","IsDeleted","bit",""
"Sms","SmsMessageContentHistory","Source","tinyint",""
"Sms","SmsMessageContentHistory","IsTextDynamic","bit",""
"Sms","SmsMessageContentHistory","UsesRemoteContent","bit",""
"Sms","SmsMessageContentHistory","UsesLinks","bit",""
"Sms","SmsMessageContentHistory","UpdatedBy","varchar","320"
"Sms","SmsMessageContentHistory","ValidFrom","datetime2",""
"Sms","SmsMessageContentHistory","ValidTo","datetime2",""
"Sms","SmsMessageContentUtmParameter","Id","int",""
"Sms","SmsMessageContentUtmParameter","SmsMessageContentId","int",""
"Sms","SmsMessageContentUtmParameter","Name","nvarchar","50"
"Sms","SmsMessageContentUtmParameter","Value","nvarchar","300"
"Sms","SmsMessageContentUtmParameter","IsDynamic","bit",""
"Sms","SmsMessageUnsubscribeConsents","SmsMessagesId","int",""
"Sms","SmsMessageUnsubscribeConsents","UnsubscribeConsentsId","int",""
"Sms","SmsNewsletter","Id","int",""
"Sms","SmsNewsletter","Status","tinyint",""
"Sms","SmsNewsletter","StartAt","datetime2",""
"Sms","SmsNewsletter","FinishAt","datetime2",""
"Sms","SmsNewsletter","SendToAll","bit",""
"Sms","SmsNewsletter","ThrottlingStrategy","tinyint",""
"Sms","SmsNewsletter","TimeZone","varchar","256"
"Sms","SmsNewsletter","DeliveryMode","tinyint",""
"Sms","SmsNewsletter","CustomerConsentMatchType","tinyint",""
"Sms","SmsNewsletterConsents","SmsNewslettersId","int",""
"Sms","SmsNewsletterConsents","ConsentsId","int",""
"Sms","SmsNewsletterExcludedSegments","SmsNewslettersId","int",""
"Sms","SmsNewsletterExcludedSegments","SegmentsId","int",""
"Sms","SmsNewsletterSegments","SmsNewslettersId","int",""
"Sms","SmsNewsletterSegments","SegmentsId","int",""
"Sms","SmsShipment","Id","int",""
"Sms","SmsShipment","SmsMessageId","int",""
"Sms","SmsShipment","SmsMessageContentId","int",""
"Sms","SmsShipment","Status","tinyint",""
"Sms","SmsShipment","Schedule","tinyint",""
"Sms","SmsShipment","GenerateListDate","datetime2",""
"Sms","SmsShipment","SendDate","datetime2",""
"Sms","SmsShipment","FinishDate","datetime2",""
"Sms","SmsShipment","ReceiversCount","int",""
"Sms","SmsShipment","SentCount","int",""
"Sms","SmsShipment","NoConsentGivenCount","int",""
"Sms","SmsShipment","BlockedCount","int",""
"Sms","SmsShipmentRecipient","Id","int",""
"Sms","SmsShipmentRecipient","SmsShipmentId","int",""
"Sms","SmsShipmentRecipient","CustomerId","int",""
"Sms","SmsShipmentRecipient","SegmentId","int",""
"Sms","SmsShipmentRecipient","SendDate","datetime2",""
"Sms","SmsShortLink","Id","int",""
"Sms","SmsShortLink","Link","nvarchar","2048"
"Sms","SmsShortLink","SmsMessageContentId","int",""
"Sms","SmsShortLink","SmsTrackedLinkId","int",""
"Sms","SmsShortLink","CreatedAt","datetime2",""
"Sms","SmsTrackedLink","Id","int",""
"Sms","SmsTrackedLink","SmsMessageContentId","int",""
"Sms","SmsTrackedLink","Title","nvarchar","256"
"Sms","SmsTrackedLink","LinkTemplate","nvarchar","2048"
"Sms","SmsTrackedLink","IsDynamic","bit",""
"Sms","SmsTrackedLink","IsDelayed","bit",""
"Tracker","FormsAggregatedScrappedLog","Id","int",""
"Tracker","FormsAggregatedScrappedLog","CreatedAt","datetime2",""
"Tracker","FormsAggregatedScrappedLog","DateFrom","datetime2",""
"Tracker","FormsAggregatedScrappedLog","DateTo","datetime2",""
"Tracker","FormsAggregatedScrappedLog","WebsiteId","int",""
"Tracker","FormsAggregatedScrappedLog","FormName","nvarchar","100"
"Tracker","FormsAggregatedScrappedLog","CustomerCounter","int",""
"Tracker","FormsAggregatedScrappedLog","NonCustomerCounter","int",""
"Tracker","NonCustomerVisitor","Id","int",""
"Tracker","NonCustomerVisitor","UpdatedAt","datetime2",""
"Tracker","NonCustomerVisitor","VisitorId","uniqueidentifier",""
"Tracker","NonCustomerVisitor","EmailMd5","binary","16"
"Tracker","NonCustomerVisitor","EmailSha256","binary","32"
"Tracker","PriceDrop","Id","int",""
"Tracker","PriceDrop","WebsiteId","int",""
"Tracker","PriceDrop","ProductFeedId","int",""
